Sales Person,Country,Product,Date,Amount,Boxes Shipped,Payment Type,Time of Day,Unnamed: 8
Dotty Strutley,USA,Orange Choco,23-02-2022,1379.0,107,Card,Afternoon,
Rafaelita Blaksland,Australia,50% Dark Bites,22-03-2022,3010.0,40,Cash,Evening,
Dennison Crosswaite,India,99% Dark & Pure,23-06-2022,6888.0,311,Cash,Evening,
Curtice Advani,UK,White Choc,01-02-2022,1540.0,73,Cash,Morning,
Kelci Walkden,Australia,After Nines,02-03-2022,6916.0,288,Cash,Afternoon,
Gigi Bohling,UK,Fruit & Nut Bars,06-04-2022,1232.0,86,Card,Afternoon,
Gunar Cockshoot,Australia,Raspberry Choco,17-03-2022,602.0,72,Card,Evening,
Curtice Advani,UK,Fruit & Nut Bars,24-06-2022,10927.0,136,Card,Evening,
Barr Faughny,Canada,50% Dark Bites,19-07-2022,10185.0,303,Cash,Evening,
Curtice Advani,USA,Spicy Special Slims,11-07-2022,1603.0,264,Card,Evening,
Brien Boise,India,Almond Choco,13-01-2022,2170.0,218,Cash,Evening,
Oby Sorrel,New Zealand,Smooth Sliky Salty,07-07-2022,8673.0,60,Cash,Evening,
Jan Morforth,India,85% Dark Bars,25-05-2022,4760.0,418,Card,Afternoon,
Marney O'Breen,India,Fruit & Nut Bars,13-04-2022,4753.0,151,Card,Afternoon,
Andria Kimpton,New Zealand,50% Dark Bites,02-03-2022,3374.0,202,Cash,Morning,
Gunar Cockshoot,Canada,Raspberry Choco,23-06-2022,2058.0,126,Card,Morning,
Kelci Walkden,USA,Drinking Coco,26-07-2022,6454.0,160,Cash,Afternoon,
Van Tuxwell,Canada,White Choc,22-03-2022,420.0,3,Card,Afternoon,
Rafaelita Blaksland,USA,Baker's Choco Chips,09-06-2022,2863.0,58,Card,Afternoon,
Van Tuxwell,Australia,Caramel Stuffed Bars,17-05-2022,5936.0,59,Card,Afternoon,
Ches Bonnell,New Zealand,Peanut Butter Cubes,04-03-2022,889.0,273,Cash,Morning,
Kelci Walkden,Canada,Milk Bars,07-07-2022,16016.0,28,Cash,Evening,
Dennison Crosswaite,Canada,Choco Coated Almonds,13-01-2022,10479.0,118,Card,Evening,
Curtice Advani,Australia,Almond Choco,13-07-2022,2912.0,75,Card,Evening,
Madelene Upcott,Australia,85% Dark Bars,16-06-2022,1575.0,329,Cash,Evening,
Gigi Bohling,UK,50% Dark Bites,18-07-2022,8197.0,69,Cash,Evening,
Ches Bonnell,UK,Manuka Honey Choco,30-05-2022,4221.0,395,Cash,Morning,
Gigi Bohling,UK,70% Dark Bites,21-06-2022,840.0,81,Cash,Afternoon,
Jehu Rudeforth,Australia,Peanut Butter Cubes,24-06-2022,5691.0,38,Card,Morning,
Marney O'Breen,India,Eclairs,13-01-2022,3472.0,96,Cash,Morning,
Curtice Advani,Canada,Fruit & Nut Bars,04-04-2022,4193.0,195,Card,Evening,
Kaine Padly,UK,Smooth Sliky Salty,08-06-2022,9016.0,554,Cash,Morning,
Karlen McCaffrey,Canada,Spicy Special Slims,02-08-2022,6328.0,47,Card,Morning,
Kelci Walkden,USA,Organic Choco Syrup,21-07-2022,9870.0,152,Cash,Evening,
Curtice Advani,India,Spicy Special Slims,20-06-2022,161.0,134,Cash,Afternoon,
Roddy Speechley,India,After Nines,22-06-2022,2576.0,112,Cash,Evening,
Camilla Castle,Australia,Caramel Stuffed Bars,02-05-2022,3178.0,16,Cash,Morning,
Curtice Advani,Australia,99% Dark & Pure,07-01-2022,4676.0,84,Card,Morning,
Mallorie Waber,UK,50% Dark Bites,21-02-2022,5502.0,99,Card,Evening,
Ches Bonnell,Canada,Baker's Choco Chips,21-03-2022,7462.0,371,Card,Evening,
Van Tuxwell,UK,Drinking Coco,04-04-2022,5803.0,136,Card,Morning,
Gunar Cockshoot,Canada,Fruit & Nut Bars,24-03-2022,13888.0,203,Cash,Evening,
Gunar Cockshoot,New Zealand,Spicy Special Slims,28-06-2022,6867.0,183,Card,Afternoon,
Gunar Cockshoot,Australia,Drinking Coco,14-01-2022,2317.0,195,Card,Morning,
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,07-02-2022,1218.0,135,Card,Morning,
Dennison Crosswaite,New Zealand,Drinking Coco,11-01-2022,4109.0,197,Cash,Morning,
Jehu Rudeforth,India,99% Dark & Pure,25-02-2022,1953.0,242,UPI,Afternoon,
Dotty Strutley,Australia,Mint Chip Choco,01-08-2022,6790.0,25,Card,Evening,
Roddy Speechley,Australia,Mint Chip Choco,05-05-2022,6797.0,252,Card,Afternoon,
Madelene Upcott,New Zealand,Raspberry Choco,18-05-2022,9226.0,415,Cash,Evening,
Dotty Strutley,New Zealand,Choco Coated Almonds,04-01-2022,5733.0,348,Cash,Evening,
Roddy Speechley,New Zealand,50% Dark Bites,09-05-2022,4312.0,211,Cash,Afternoon,
Rafaelita Blaksland,India,Smooth Sliky Salty,06-05-2022,1638.0,81,Cash,Afternoon,
Husein Augar,UK,White Choc,13-01-2022,10815.0,145,Cash,Morning,
Roddy Speechley,Australia,Almond Choco,24-06-2022,4466.0,74,Cash,Morning,
Van Tuxwell,USA,Caramel Stuffed Bars,14-02-2022,987.0,21,Card,Evening,
Camilla Castle,Australia,99% Dark & Pure,18-01-2022,4669.0,101,Card,Afternoon,
Kaine Padly,India,Milk Bars,02-05-2022,2905.0,91,UPI,Morning,
Ches Bonnell,Australia,Smooth Sliky Salty,16-05-2022,7490.0,54,Card,Evening,
Mallorie Waber,USA,Almond Choco,28-01-2022,6986.0,368,Cash,Evening,
Kaine Padly,Canada,99% Dark & Pure,24-06-2022,1288.0,409,Card,Evening,
Oby Sorrel,UK,After Nines,18-07-2022,2345.0,104,Cash,Evening,
Gunar Cockshoot,UK,Eclairs,13-04-2022,3619.0,164,Cash,Afternoon,
Dotty Strutley,USA,Caramel Stuffed Bars,15-04-2022,16982.0,76,Cash,Evening,
Jan Morforth,India,Peanut Butter Cubes,04-01-2022,8092.0,178,UPI,Afternoon,
Husein Augar,Australia,Eclairs,04-07-2022,6993.0,31,Cash,Evening,
Beverie Moffet,USA,Smooth Sliky Salty,24-03-2022,2317.0,352,Card,Afternoon,
Camilla Castle,Australia,Manuka Honey Choco,17-03-2022,637.0,169,Cash,Morning,
Oby Sorrel,Australia,Almond Choco,15-02-2022,6034.0,223,Cash,Evening,
Jan Morforth,USA,Orange Choco,29-06-2022,980.0,146,Cash,Afternoon,
Gigi Bohling,USA,Fruit & Nut Bars,24-05-2022,2821.0,112,Card,Afternoon,
Mallorie Waber,UK,Milk Bars,10-01-2022,3563.0,284,Card,Evening,
Curtice Advani,USA,Raspberry Choco,15-03-2022,2996.0,139,Cash,Morning,
Marney O'Breen,Canada,Milk Bars,08-02-2022,2436.0,309,Cash,Afternoon,
Brien Boise,India,Caramel Stuffed Bars,25-02-2022,1540.0,100,Card,Afternoon,
Gunar Cockshoot,USA,Eclairs,03-05-2022,6916.0,42,Card,Afternoon,
Roddy Speechley,USA,Fruit & Nut Bars,14-06-2022,5509.0,24,Cash,Evening,
Gunar Cockshoot,India,50% Dark Bites,09-08-2022,12992.0,83,UPI,Evening,
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11-07-2022,3724.0,234,Cash,Morning,
Kaine Padly,UK,Manuka Honey Choco,14-01-2022,7133.0,118,Cash,Evening,
Van Tuxwell,Canada,Manuka Honey Choco,24-02-2022,8617.0,46,Card,Evening,
Wilone O'Kielt,New Zealand,Almond Choco,15-03-2022,9198.0,144,Cash,Evening,
Oby Sorrel,New Zealand,Baker's Choco Chips,25-04-2022,11823.0,47,Card,Evening,
Dennison Crosswaite,Australia,Organic Choco Syrup,10-05-2022,5775.0,41,Cash,Afternoon,
Marney O'Breen,Australia,Spicy Special Slims,23-06-2022,13125.0,275,Card,Morning,
Beverie Moffet,Canada,Smooth Sliky Salty,28-02-2022,14287.0,370,Cash,Morning,
Brien Boise,USA,Organic Choco Syrup,25-05-2022,16233.0,138,Cash,Evening,
Roddy Speechley,New Zealand,Baker's Choco Chips,22-02-2022,5313.0,215,Card,Morning,
Van Tuxwell,UK,85% Dark Bars,11-07-2022,3577.0,134,Card,Morning,
Marney O'Breen,Canada,Spicy Special Slims,03-01-2022,3528.0,336,Cash,Evening,
Rafaelita Blaksland,New Zealand,70% Dark Bites,24-08-2022,679.0,280,Cash,Evening,
Beverie Moffet,USA,50% Dark Bites,28-07-2022,2450.0,352,Cash,Morning,
Brien Boise,USA,Mint Chip Choco,25-05-2022,10577.0,150,Card,Afternoon,
Karlen McCaffrey,New Zealand,Eclairs,06-05-2022,2597.0,177,Card,Afternoon,
Barr Faughny,India,Drinking Coco,28-01-2022,2219.0,142,Card,Afternoon,
Marney O'Breen,UK,Orange Choco,06-06-2022,11319.0,12,Cash,Evening,
Brien Boise,New Zealand,Baker's Choco Chips,12-07-2022,5978.0,24,Card,Afternoon,
Ches Bonnell,Canada,Spicy Special Slims,05-08-2022,5327.0,183,Card,Morning,
Brien Boise,USA,Orange Choco,28-01-2022,6020.0,147,Cash,Evening,
Kaine Padly,India,Spicy Special Slims,31-08-2022,5614.0,137,Card,Afternoon,
Mallorie Waber,USA,50% Dark Bites,19-04-2022,1736.0,13,Cash,Morning,
Mallorie Waber,UK,Mint Chip Choco,29-06-2022,6384.0,2,Cash,Afternoon,
Beverie Moffet,India,Choco Coated Almonds,24-02-2022,3577.0,261,Cash,Afternoon,
Madelene Upcott,UK,Smooth Sliky Salty,04-03-2022,14539.0,84,Card,Morning,
Gigi Bohling,India,Eclairs,21-06-2022,3493.0,68,Cash,Afternoon,
Rafaelita Blaksland,Australia,Organic Choco Syrup,26-01-2022,994.0,105,Card,Morning,
Oby Sorrel,New Zealand,White Choc,10-06-2022,4361.0,40,Cash,Afternoon,
Andria Kimpton,UK,Drinking Coco,23-05-2022,1554.0,65,Card,Morning,
Kelci Walkden,India,Milk Bars,15-04-2022,966.0,107,UPI,Afternoon,
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31-01-2022,5334.0,227,Cash,Morning,
Andria Kimpton,New Zealand,Organic Choco Syrup,04-03-2022,4935.0,39,Card,Morning,
Barr Faughny,New Zealand,After Nines,19-04-2022,10024.0,84,Card,Evening,
Beverie Moffet,UK,Almond Choco,16-05-2022,2506.0,100,Cash,Afternoon,
Oby Sorrel,Australia,Raspberry Choco,17-02-2022,1043.0,120,Card,Evening,
Dennison Crosswaite,USA,Raspberry Choco,18-01-2022,6524.0,257,Cash,Evening,
Roddy Speechley,Canada,Orange Choco,09-02-2022,8148.0,85,Cash,Morning,
Mallorie Waber,Canada,Orange Choco,23-03-2022,3577.0,178,Cash,Afternoon,
Madelene Upcott,New Zealand,Caramel Stuffed Bars,01-02-2022,3374.0,151,Card,Evening,
Mallorie Waber,India,Drinking Coco,07-03-2022,3948.0,142,UPI,Afternoon,
Ches Bonnell,UK,White Choc,03-01-2022,3269.0,226,Cash,Evening,
Ches Bonnell,USA,White Choc,11-02-2022,5271.0,341,Card,Morning,
Dennison Crosswaite,New Zealand,Orange Choco,16-03-2022,4571.0,140,Card,Afternoon,
Dotty Strutley,India,White Choc,15-08-2022,12327.0,330,UPI,Afternoon,
Gigi Bohling,India,Manuka Honey Choco,12-05-2022,4935.0,73,Card,Evening,
Van Tuxwell,India,Spicy Special Slims,11-04-2022,6167.0,4,Card,Evening,
Jan Morforth,New Zealand,Mint Chip Choco,30-06-2022,18340.0,285,Cash,Morning,
Dotty Strutley,New Zealand,White Choc,15-06-2022,7014.0,60,Card,Morning,
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,01-08-2022,7119.0,101,Card,Evening,
Kaine Padly,USA,Milk Bars,15-06-2022,15491.0,58,Card,Afternoon,
Brien Boise,India,After Nines,16-06-2022,5747.0,45,Cash,Afternoon,
Oby Sorrel,New Zealand,Raspberry Choco,13-05-2022,4550.0,281,Card,Morning,
Dennison Crosswaite,USA,Drinking Coco,10-05-2022,2191.0,138,Cash,Morning,
Oby Sorrel,India,Eclairs,25-08-2022,5663.0,322,Card,Evening,
Ches Bonnell,New Zealand,Organic Choco Syrup,15-07-2022,7623.0,85,Cash,Morning,
Gigi Bohling,UK,Baker's Choco Chips,16-05-2022,9023.0,409,Card,Evening,
Jan Morforth,Australia,50% Dark Bites,14-06-2022,3402.0,182,Cash,Evening,
Beverie Moffet,Australia,Smooth Sliky Salty,25-01-2022,10507.0,467,Cash,Afternoon,
Ches Bonnell,USA,Organic Choco Syrup,28-07-2022,7721.0,14,Card,Morning,
Brien Boise,Canada,Mint Chip Choco,28-01-2022,5033.0,178,Card,Afternoon,
Kaine Padly,UK,Orange Choco,29-06-2022,1960.0,191,Card,Morning,
Karlen McCaffrey,Australia,70% Dark Bites,24-06-2022,238.0,317,Cash,Evening,
Gunar Cockshoot,Canada,Mint Chip Choco,01-07-2022,7756.0,410,Cash,Morning,
Roddy Speechley,USA,Peanut Butter Cubes,25-02-2022,1736.0,137,Cash,Morning,
Curtice Advani,Canada,Smooth Sliky Salty,01-08-2022,2660.0,12,Card,Evening,
Oby Sorrel,Australia,Milk Bars,21-06-2022,7672.0,254,Cash,Afternoon,
Camilla Castle,New Zealand,Spicy Special Slims,25-01-2022,11564.0,24,Cash,Evening,
Gigi Bohling,UK,Milk Bars,17-05-2022,1365.0,232,Card,Afternoon,
Andria Kimpton,Australia,85% Dark Bars,23-08-2022,4186.0,233,Card,Afternoon,
Camilla Castle,Australia,Smooth Sliky Salty,03-03-2022,7406.0,118,Cash,Evening,
Roddy Speechley,India,Caramel Stuffed Bars,30-05-2022,8911.0,543,UPI,Afternoon,
Karlen McCaffrey,USA,Drinking Coco,29-06-2022,112.0,223,Card,Afternoon,
Andria Kimpton,Canada,Organic Choco Syrup,04-01-2022,8204.0,204,Card,Evening,
Jehu Rudeforth,Australia,Drinking Coco,14-01-2022,2611.0,65,Cash,Afternoon,
Karlen McCaffrey,USA,Mint Chip Choco,15-02-2022,15652.0,53,Card,Morning,
Curtice Advani,New Zealand,Spicy Special Slims,10-01-2022,4074.0,469,Cash,Afternoon,
Madelene Upcott,USA,White Choc,04-05-2022,12250.0,213,Card,Morning,
Andria Kimpton,USA,Spicy Special Slims,23-05-2022,2366.0,5,Cash,Morning,
Barr Faughny,New Zealand,Fruit & Nut Bars,26-04-2022,1687.0,147,Cash,Morning,
Oby Sorrel,Canada,Organic Choco Syrup,05-07-2022,1232.0,74,Cash,Morning,
Madelene Upcott,UK,Organic Choco Syrup,21-07-2022,6965.0,163,Cash,Evening,
Dotty Strutley,USA,Mint Chip Choco,21-02-2022,5292.0,248,Card,Evening,
Kelci Walkden,USA,Orange Choco,03-02-2022,1379.0,138,Card,Morning,
Gigi Bohling,Australia,Caramel Stuffed Bars,08-07-2022,8001.0,151,Cash,Evening,
Mallorie Waber,India,50% Dark Bites,31-05-2022,588.0,139,UPI,Afternoon,
Van Tuxwell,New Zealand,Mint Chip Choco,27-06-2022,4046.0,103,Cash,Morning,
Van Tuxwell,India,50% Dark Bites,13-05-2022,5103.0,129,UPI,Evening,
Van Tuxwell,USA,Manuka Honey Choco,31-05-2022,2317.0,102,Cash,Evening,
Wilone O'Kielt,USA,Orange Choco,28-02-2022,7042.0,37,Card,Evening,
Barr Faughny,New Zealand,Eclairs,28-03-2022,6713.0,31,Cash,Evening,
Gigi Bohling,USA,After Nines,14-01-2022,1848.0,227,Cash,Evening,
Barr Faughny,New Zealand,Mint Chip Choco,21-02-2022,6440.0,145,Card,Evening,
Dennison Crosswaite,Canada,85% Dark Bars,01-08-2022,10885.0,90,Card,Morning,
Beverie Moffet,New Zealand,Smooth Sliky Salty,19-05-2022,2387.0,59,Card,Evening,
Husein Augar,USA,White Choc,13-07-2022,2030.0,60,Card,Afternoon,
Andria Kimpton,Australia,Peanut Butter Cubes,20-04-2022,6678.0,148,Cash,Afternoon,
Dennison Crosswaite,India,85% Dark Bars,30-06-2022,4515.0,22,UPI,Evening,
Curtice Advani,UK,50% Dark Bites,08-03-2022,3374.0,142,Card,Afternoon,
Gunar Cockshoot,USA,Fruit & Nut Bars,09-03-2022,5852.0,93,Cash,Evening,
Oby Sorrel,Canada,Raspberry Choco,16-06-2022,1750.0,208,Cash,Afternoon,
Gigi Bohling,UK,Drinking Coco,30-06-2022,5782.0,42,Cash,Evening,
Kelci Walkden,India,Mint Chip Choco,28-07-2022,2870.0,120,Cash,Evening,
Karlen McCaffrey,Canada,Peanut Butter Cubes,12-08-2022,3094.0,159,Cash,Afternoon,
Barr Faughny,UK,Mint Chip Choco,07-07-2022,3724.0,316,Card,Afternoon,
Barr Faughny,USA,85% Dark Bars,25-08-2022,12761.0,47,Card,Morning,
Husein Augar,Canada,Eclairs,17-01-2022,3696.0,233,Cash,Morning,
Jan Morforth,Australia,70% Dark Bites,04-03-2022,5222.0,384,Cash,Morning,
Marney O'Breen,New Zealand,Fruit & Nut Bars,25-08-2022,8939.0,4,Cash,Morning,
Ches Bonnell,UK,Peanut Butter Cubes,15-04-2022,2156.0,260,Cash,Afternoon,
Kaine Padly,USA,Organic Choco Syrup,11-03-2022,2380.0,22,Cash,Afternoon,
Camilla Castle,USA,Raspberry Choco,20-05-2022,3339.0,18,Cash,Morning,
Brien Boise,New Zealand,Manuka Honey Choco,14-06-2022,14980.0,42,Card,Morning,
Jehu Rudeforth,New Zealand,After Nines,14-04-2022,1512.0,73,Cash,Afternoon,
Jehu Rudeforth,USA,Smooth Sliky Salty,07-07-2022,6657.0,154,Card,Morning,
Madelene Upcott,India,Mint Chip Choco,24-08-2022,3836.0,71,UPI,Evening,
Jehu Rudeforth,India,Eclairs,24-02-2022,8771.0,127,UPI,Afternoon,
Karlen McCaffrey,Canada,Raspberry Choco,09-05-2022,651.0,224,Cash,Morning,
Kaine Padly,Australia,70% Dark Bites,08-02-2022,6706.0,223,Card,Evening,
Roddy Speechley,UK,70% Dark Bites,24-03-2022,1421.0,284,Cash,Afternoon,
Rafaelita Blaksland,USA,Drinking Coco,20-06-2022,8526.0,73,Cash,Afternoon,
Mallorie Waber,Canada,Manuka Honey Choco,07-03-2022,1435.0,112,Card,Evening,
Kaine Padly,Australia,Fruit & Nut Bars,20-06-2022,7434.0,85,Card,Evening,
Oby Sorrel,New Zealand,Organic Choco Syrup,17-02-2022,15316.0,270,Card,Afternoon,
Madelene Upcott,UK,99% Dark & Pure,26-01-2022,10479.0,45,Card,Evening,
Madelene Upcott,Australia,Mint Chip Choco,02-05-2022,2751.0,153,Card,Morning,
Curtice Advani,Canada,99% Dark & Pure,07-07-2022,12586.0,7,Card,Evening,
Rafaelita Blaksland,Australia,Baker's Choco Chips,22-08-2022,2786.0,51,Cash,Evening,
Karlen McCaffrey,Australia,After Nines,11-08-2022,2303.0,67,Cash,Evening,
Marney O'Breen,UK,99% Dark & Pure,13-01-2022,8113.0,194,Cash,Morning,
Gunar Cockshoot,Australia,50% Dark Bites,02-03-2022,12271.0,116,Card,Afternoon,
Marney O'Breen,Australia,Choco Coated Almonds,27-07-2022,11298.0,41,Cash,Evening,
Kelci Walkden,New Zealand,Drinking Coco,10-03-2022,15855.0,111,Card,Morning,
Beverie Moffet,USA,85% Dark Bars,23-08-2022,12404.0,334,Card,Morning,
Roddy Speechley,USA,Eclairs,25-04-2022,3990.0,155,Card,Afternoon,
Dennison Crosswaite,UK,Milk Bars,07-03-2022,10808.0,407,Cash,Evening,
Wilone O'Kielt,UK,Organic Choco Syrup,12-07-2022,4858.0,52,Cash,Afternoon,
Madelene Upcott,USA,Orange Choco,16-05-2022,7742.0,138,Cash,Evening,
Gunar Cockshoot,India,Smooth Sliky Salty,02-03-2022,3752.0,70,UPI,Morning,
Marney O'Breen,New Zealand,85% Dark Bars,30-05-2022,1218.0,149,Cash,Evening,
Marney O'Breen,UK,Manuka Honey Choco,10-06-2022,10983.0,179,Cash,Morning,
Brien Boise,USA,99% Dark & Pure,25-07-2022,6769.0,353,Card,Evening,
Beverie Moffet,New Zealand,Mint Chip Choco,09-06-2022,4361.0,97,Cash,Evening,
Dennison Crosswaite,USA,Milk Bars,12-05-2022,777.0,60,Cash,Morning,
Gunar Cockshoot,USA,Drinking Coco,09-05-2022,3843.0,5,Cash,Evening,
Brien Boise,Canada,Manuka Honey Choco,09-08-2022,6930.0,182,Cash,Morning,
Van Tuxwell,India,Choco Coated Almonds,13-04-2022,5733.0,114,Card,Afternoon,
Andria Kimpton,USA,Caramel Stuffed Bars,02-05-2022,8393.0,46,Cash,Afternoon,
Dotty Strutley,USA,99% Dark & Pure,09-08-2022,3822.0,320,Card,Afternoon,
Camilla Castle,Australia,Raspberry Choco,23-08-2022,6342.0,178,Cash,Morning,
Gunar Cockshoot,India,Spicy Special Slims,13-05-2022,6510.0,170,Card,Evening,
Karlen McCaffrey,USA,Manuka Honey Choco,01-02-2022,10171.0,67,Cash,Afternoon,
Camilla Castle,USA,50% Dark Bites,23-06-2022,5908.0,301,Cash,Morning,
Madelene Upcott,UK,Choco Coated Almonds,24-05-2022,10164.0,134,Card,Evening,
Jan Morforth,Canada,Mint Chip Choco,01-04-2022,1064.0,211,Cash,Morning,
Camilla Castle,Canada,70% Dark Bites,27-07-2022,9716.0,151,Cash,Morning,
Ches Bonnell,India,Peanut Butter Cubes,27-01-2022,22050.0,208,Card,Morning,
Jan Morforth,India,Choco Coated Almonds,12-08-2022,2541.0,134,Card,Evening,
Gigi Bohling,Canada,Almond Choco,01-02-2022,9989.0,49,Cash,Morning,
Rafaelita Blaksland,India,After Nines,02-03-2022,4739.0,204,UPI,Evening,
Kelci Walkden,Australia,99% Dark & Pure,30-06-2022,3185.0,34,Cash,Afternoon,
Dotty Strutley,Australia,Spicy Special Slims,17-01-2022,8225.0,91,Cash,Afternoon,
Brien Boise,USA,Milk Bars,07-07-2022,14301.0,130,Card,Morning,
Mallorie Waber,New Zealand,Mint Chip Choco,31-01-2022,1316.0,107,Card,Afternoon,
Beverie Moffet,UK,99% Dark & Pure,10-08-2022,3486.0,121,Cash,Afternoon,
Beverie Moffet,USA,Peanut Butter Cubes,18-08-2022,13930.0,339,Card,Evening,
Brien Boise,New Zealand,White Choc,15-06-2022,5509.0,321,Card,Evening,
Marney O'Breen,USA,Baker's Choco Chips,26-01-2022,8470.0,9,Card,Afternoon,
Kelci Walkden,USA,Spicy Special Slims,29-04-2022,77.0,69,Cash,Morning,
Mallorie Waber,Canada,White Choc,03-03-2022,3381.0,72,Cash,Evening,
Kaine Padly,Australia,Almond Choco,22-02-2022,4102.0,392,Card,Evening,
Oby Sorrel,USA,Smooth Sliky Salty,04-03-2022,3577.0,158,Card,Evening,
Dennison Crosswaite,India,Smooth Sliky Salty,07-07-2022,2975.0,9,Card,Morning,
Camilla Castle,New Zealand,Caramel Stuffed Bars,17-06-2022,4137.0,347,Card,Evening,
Jan Morforth,Canada,Caramel Stuffed Bars,02-08-2022,9541.0,114,Card,Afternoon,
Oby Sorrel,USA,Baker's Choco Chips,12-08-2022,8001.0,120,Card,Morning,
Madelene Upcott,New Zealand,Peanut Butter Cubes,28-01-2022,5152.0,333,Cash,Afternoon,
Kelci Walkden,Australia,Orange Choco,29-04-2022,11116.0,432,Cash,Morning,
Marney O'Breen,Australia,Manuka Honey Choco,05-04-2022,13076.0,236,Cash,Morning,
Kaine Padly,Canada,Manuka Honey Choco,18-01-2022,10213.0,135,Card,Evening,
Jehu Rudeforth,UK,Baker's Choco Chips,16-05-2022,2485.0,97,Card,Afternoon,
Kelci Walkden,Australia,White Choc,24-08-2022,8715.0,168,Cash,Afternoon,
Curtice Advani,India,85% Dark Bars,18-01-2022,273.0,402,Cash,Evening,
Kaine Padly,USA,Eclairs,22-08-2022,7623.0,10,Cash,Morning,
Gunar Cockshoot,UK,99% Dark & Pure,07-03-2022,7.0,84,Cash,Morning,
Beverie Moffet,UK,Choco Coated Almonds,04-03-2022,3010.0,69,Cash,Evening,
Dotty Strutley,Canada,Manuka Honey Choco,22-04-2022,11550.0,111,Cash,Evening,
Kaine Padly,Australia,Milk Bars,09-06-2022,4046.0,89,Card,Morning,
Jan Morforth,Canada,Fruit & Nut Bars,25-07-2022,8904.0,199,Cash,Afternoon,
Jan Morforth,India,Smooth Sliky Salty,03-08-2022,11298.0,89,Cash,Evening,
Rafaelita Blaksland,Australia,Manuka Honey Choco,03-08-2022,4396.0,131,Card,Morning,
Jehu Rudeforth,UK,Milk Bars,03-05-2022,12068.0,227,Cash,Morning,
Husein Augar,Canada,After Nines,19-01-2022,9772.0,301,Card,Evening,
Roddy Speechley,USA,50% Dark Bites,11-02-2022,10458.0,316,Card,Evening,
Van Tuxwell,India,Almond Choco,14-06-2022,6426.0,390,UPI,Evening,
Kelci Walkden,USA,50% Dark Bites,23-03-2022,6188.0,223,Cash,Morning,
Madelene Upcott,Canada,85% Dark Bars,17-02-2022,7504.0,101,Cash,Evening,
Dennison Crosswaite,Canada,Smooth Sliky Salty,17-03-2022,1750.0,479,Card,Evening,
Mallorie Waber,Australia,Spicy Special Slims,29-06-2022,5439.0,287,Cash,Evening,
Ches Bonnell,Canada,Choco Coated Almonds,24-08-2022,15547.0,269,Cash,Morning,
Gigi Bohling,Canada,Spicy Special Slims,04-07-2022,11956.0,277,Cash,Evening,
Roddy Speechley,New Zealand,Almond Choco,28-03-2022,2723.0,67,Cash,Afternoon,
Curtice Advani,India,Smooth Sliky Salty,19-04-2022,19327.0,135,Cash,Evening,
Ches Bonnell,New Zealand,Mint Chip Choco,18-01-2022,9058.0,229,Cash,Morning,
Van Tuxwell,New Zealand,Fruit & Nut Bars,17-01-2022,2996.0,88,Card,Evening,
Andria Kimpton,New Zealand,Mint Chip Choco,15-02-2022,8848.0,211,Cash,Afternoon,
Andria Kimpton,UK,Milk Bars,11-02-2022,14336.0,293,Cash,Evening,
Camilla Castle,USA,Manuka Honey Choco,21-03-2022,16401.0,179,Cash,Evening,
Gunar Cockshoot,New Zealand,Almond Choco,05-01-2022,5173.0,129,Cash,Afternoon,
Brien Boise,India,Raspberry Choco,30-05-2022,6328.0,164,Cash,Afternoon,
Jehu Rudeforth,USA,99% Dark & Pure,04-01-2022,2534.0,219,Cash,Afternoon,
Beverie Moffet,Australia,Fruit & Nut Bars,22-04-2022,1435.0,258,Cash,Evening,
Gigi Bohling,Canada,Milk Bars,10-02-2022,3052.0,116,Cash,Morning,
Dotty Strutley,India,Spicy Special Slims,12-08-2022,910.0,204,Cash,Evening,
Gunar Cockshoot,USA,Organic Choco Syrup,10-08-2022,2331.0,321,Card,Evening,
Kelci Walkden,Australia,Raspberry Choco,07-06-2022,679.0,56,Card,Morning,
Jehu Rudeforth,India,Baker's Choco Chips,06-06-2022,2086.0,74,UPI,Evening,
Karlen McCaffrey,New Zealand,Baker's Choco Chips,05-04-2022,5012.0,189,Card,Morning,
Wilone O'Kielt,USA,50% Dark Bites,18-04-2022,4501.0,131,Card,Evening,
Andria Kimpton,India,50% Dark Bites,31-01-2022,13482.0,15,Card,Evening,
Madelene Upcott,USA,Baker's Choco Chips,22-08-2022,5621.0,140,Cash,Evening,
Jehu Rudeforth,Australia,99% Dark & Pure,25-02-2022,10486.0,198,Card,Evening,
Jan Morforth,Australia,Mint Chip Choco,22-02-2022,17626.0,103,Cash,Morning,
Oby Sorrel,New Zealand,Milk Bars,12-01-2022,4494.0,187,Card,Afternoon,
